iter	Logloss
118	0.3934390502
119	0.3931385154
120	0.3929090801
121	0.392590746
122	0.3923555247
123	0.3921207414
124	0.3918906349
125	0.3916762878
126	0.3914327474
127	0.3911595216
128	0.3911283552
129	0.390857508
130	0.3906197666
131	0.3903611902
132	0.3900760687
133	0.3898733585
134	0.3896095964
135	0.3893601953
136	0.3891171356
137	0.3888703441
138	0.3886717795
139	0.3884044108
140	0.3881152951
141	0.3879442756
142	0.3876897273
143	0.3874372144
144	0.3872263619
145	0.3869529596
146	0.3868044064
147	0.3866084686
148	0.3865521613
149	0.386323261
150	0.3861594613
151	0.3859469901
152	0.3856549447
153	0.3855040147
154	0.3852588044
155	0.3850880684
156	0.3848806623
157	0.3845673053
158	0.3843194115
159	0.3840666935
160	0.3838269354
161	0.3835998514
162	0.3834145507
163	0.3832440646
164	0.3831137664
165	0.3829139368
166	0.3827374373
167	0.3825352005
168	0.3822830665
169	0.3821723743
170	0.3819347775
171	0.3817457643
172	0.3815828382
173	0.3813471462
174	0.3810752356
175	0.3809043025
176	0.3808117755
177	0.3805791786
178	0.3804553081
179	0.3802614164
180	0.3800318931
181	0.379871476
182	0.3797219993
183	0.3795876625
184	0.3794492336
185	0.379268092
186	0.3790954086
187	0.3789248252
188	0.3787878163
189	0.3786187728
190	0.3784807587
191	0.3782472284
192	0.3780696733
193	0.3778695966
194	0.3777046178
195	0.3774640569
196	0.3773160096
197	0.3771652062
198	0.3770755752
199	0.3768758956
200	0.376808286
201	0.3766432324
202	0.3764217986
203	0.3764194443
204	0.3762749029
205	0.3761870562
206	0.3759708992
207	0.3758619633
208	0.3756804189
209	0.3755538823
210	0.3753276593
211	0.3751825159
212	0.3749749613
213	0.3747909825
214	0.3745579584
215	0.3743504302
216	0.3741691631
217	0.3740750593
218	0.3739197922
219	0.373810554
220	0.3737215855
221	0.3736034007
222	0.3734769136
223	0.3733654911
224	0.3733137096
225	0.3731647643
226	0.3729851579
227	0.3728334551
228	0.3727118752
229	0.3725225182
230	0.3724411166
231	0.3722839662
232	0.3721161627
233	0.372011796
234	0.3718994237
235	0.3716659725
236	0.3714960356
237	0.3713239097
238	0.3712106264
239	0.3709919617
240	0.3708839872
241	0.3708025592
242	0.3706795787
243	0.3704917076
244	0.3703806015
245	0.3702185518
246	0.3699890504
247	0.3698615832
248	0.3697460232
249	0.3696477035
250	0.3695226327
251	0.3694021307
252	0.3692898915
253	0.3690866091
254	0.3689069547
255	0.3687210083
256	0.3685410438
257	0.3684105832
258	0.3683241078
259	0.3682322114
260	0.3680771286
261	0.3679914534
262	0.3678754213
263	0.3677474241
264	0.3676389458
265	0.3675294709
266	0.3673857742
267	0.3673349402
268	0.3672438522
269	0.3671129898
270	0.3670075714
271	0.3668504056
272	0.3666855418
273	0.3665082491
274	0.3662911798
275	0.3660088436
276	0.3658590429
277	0.3657920657
278	0.365633808
279	0.3654590488
280	0.3653866063
281	0.365270928
282	0.3651279302
283	0.3649882632
284	0.3649299971
285	0.3647203077
286	0.3645333516
287	0.3644708371
288	0.3641704316
289	0.3639854542
290	0.3639344894
291	0.3638122266
292	0.3636487178
293	0.3635691914
294	0.3635081889
295	0.3633722166
296	0.3632402593
297	0.3630758854
298	0.3629044309
299	0.3627266583
300	0.3625969895
301	0.3624532336
302	0.3623122514
303	0.3622274065
304	0.3622202626
305	0.3620510653
306	0.3619530537
307	0.3617095922
308	0.3616195847
309	0.3614862109
310	0.3613625519
311	0.3612222879
312	0.3611055567
313	0.3609695019
314	0.3608970847
315	0.360643799
316	0.3605190513
317	0.3604597732
318	0.3603509987
319	0.3601898796
320	0.3600218526
321	0.3599282636
322	0.3598545082
323	0.3597017297
324	0.3595829621
325	0.3594681477
326	0.359215126
327	0.3591673166
328	0.3590349361
329	0.3588749945
330	0.3587380357
331	0.3585770408
332	0.3584665589
333	0.3583441528
334	0.3582842389
335	0.3581818374
336	0.3581751602
337	0.3580499554
338	0.3579563901
339	0.357843954
340	0.3577808898
341	0.3575849019
342	0.3574767253
343	0.3572643373
344	0.3571496911
345	0.3570419678
346	0.3568826325
347	0.3567352386
348	0.356470856
349	0.3563446704
350	0.3562993491
351	0.3560833588
352	0.3559750719
353	0.3559116686
354	0.3558344799
355	0.3556773401
356	0.3555947683
357	0.3554967873
358	0.355453377
359	0.3553957614
360	0.3552438041
361	0.3551022297
362	0.3549789883
363	0.3549425028
364	0.3547738871
365	0.3546473639
366	0.3545181712
367	0.3543970542
368	0.3543221087
369	0.3542192229
370	0.3541376426
371	0.3540520335
372	0.3539100491
373	0.3538334699
374	0.3536802955
375	0.3535823942
376	0.3534977068
377	0.3533578297
378	0.3532399618
379	0.3531618919
380	0.353047317
381	0.3528577182
382	0.3527289826
383	0.3526868768
384	0.3525892289
385	0.3524547861
386	0.3523792892
387	0.3523760695
388	0.3522588905
389	0.3521590994
390	0.3520678794
391	0.3518884364
392	0.3517740834
393	0.3516779929
394	0.3514592543
395	0.3512201609
396	0.3510886742
397	0.3509909922
398	0.3508380934
399	0.3507086814
400	0.3504851458
401	0.3503865689
402	0.3502503085
403	0.350118325
404	0.3500130978
405	0.3499484996
406	0.3498046938
407	0.3496882605
408	0.3494701259
409	0.3493900946
410	0.3492622637
411	0.3491634773
412	0.3490609211
413	0.3489005591
414	0.3488035947
415	0.3486274009
416	0.3484995854
417	0.3483730392
418	0.3482103691
419	0.3480885976
420	0.3480070079
421	0.3478678758
422	0.3477866785
423	0.3477229906
424	0.347621513
425	0.3475057587
426	0.3474071362
427	0.3473139036
428	0.3472249676
429	0.3471430518
430	0.3469491923
431	0.3468454602
432	0.3466434303
433	0.3464567906
434	0.3463544374
435	0.3462545986
436	0.3461433128
437	0.3460506107
438	0.3459961078
439	0.3458856274
440	0.3457118714
441	0.3455646023
442	0.3454815852
443	0.3453693632
444	0.3452607498
445	0.3451993342
446	0.3451560489
447	0.3451232288
448	0.3449379604
449	0.3448464173
450	0.3447284827
451	0.3446337439
452	0.344549849
453	0.3443840913
454	0.3443004839
455	0.3441787407
456	0.3439646386
457	0.3438947335
458	0.3437892675
459	0.3436762949
460	0.3435504896
461	0.343408662
462	0.343297165
463	0.3431684933
464	0.3430845659
465	0.3429886919
466	0.3428444454
467	0.3427496613
468	0.3426254886
469	0.3424959722
470	0.342394823
471	0.3422453651
472	0.3421547431
473	0.3420333632
474	0.3419140217
475	0.3418108795
476	0.34165167
477	0.3414819915
478	0.3413731125
479	0.341286188
480	0.341196984
481	0.3410103973
482	0.3408688841
483	0.3408121001
484	0.3406516979
485	0.3405537655
486	0.3404866283
487	0.3404166931
488	0.3402731387
489	0.3401783269
490	0.3400622429
491	0.3399471235
492	0.3398096081
493	0.3397312064
494	0.3396120589
495	0.3395155421
496	0.3394312059
497	0.3393122682
498	0.3392184212
499	0.3390861065
500	0.3389115248
501	0.338821638
502	0.3387401869
503	0.3385199593
504	0.3383603119
505	0.3382204671
506	0.3380946528
507	0.337941557
508	0.3378283068
509	0.3377545498
510	0.3376156438
511	0.3375494303
512	0.3374023069
513	0.3372745378
514	0.3371931142
515	0.337066732
516	0.3368867733
517	0.3368073493
518	0.3366652766
519	0.3365012184
520	0.3363647816
521	0.3362933873
522	0.3361742949
523	0.3360529797
524	0.3359601878
525	0.3358647085
526	0.3356918008
527	0.3355533034
528	0.3354052007
529	0.3352424704
530	0.3351251984
531	0.3350390094
532	0.3349636117
533	0.3348407308
534	0.3347461362
535	0.3346807848
536	0.334511436
537	0.3343951575
538	0.3342875245
539	0.3341525786
540	0.3340634143
541	0.3339778286
542	0.3339126034
543	0.3338251094
544	0.3337404311
545	0.3335486516
546	0.3334581422
547	0.333294223
548	0.3332194656
549	0.3331439394
550	0.3330157164
551	0.3328622734
552	0.3327061279
553	0.3326383922
554	0.3325183607
555	0.3323940555
556	0.3323288865
557	0.3322434954
558	0.3320869057
559	0.3320152627
560	0.3319036277
561	0.3317543413
562	0.3316889886
563	0.331551056
564	0.3314534027
565	0.3313239108
566	0.3312541617
567	0.3311911463
568	0.3310320363
569	0.3309061486
570	0.3307589547
571	0.3306614471
572	0.3305186969
573	0.3303923936
574	0.3303111641
575	0.3302155987
576	0.3300795683
577	0.3299688088
578	0.3298627356
579	0.3297866435
580	0.3297055449
581	0.3296217258
582	0.3295604227
583	0.3294705419
584	0.3293748456
585	0.3292555758
586	0.3291540332
587	0.3290743796
588	0.3289171002
589	0.3287592805
590	0.3286661054
591	0.3286002666
592	0.3284545805
593	0.3283911164
594	0.3282932518
595	0.32823374
596	0.3281031737
597	0.3279836281
598	0.3279066462
599	0.3277979528
600	0.3276978985
601	0.3275680993
602	0.3275464316
603	0.3274294789
604	0.3273111036
605	0.3272804017
606	0.3271701071
607	0.3270348553
608	0.3269304036
609	0.3268468894
610	0.326734983
611	0.326585915
612	0.3265120732
613	0.326434192
614	0.3263313377
615	0.3263022635
616	0.3262091132
617	0.3261023752
618	0.3260123643
619	0.3259305443
620	0.3258190125
621	0.3257619721
622	0.3256655077
623	0.3254763959
624	0.3254418953
625	0.3253435066
626	0.3251889288
627	0.3251263545
628	0.3249875484
629	0.3248917462
630	0.3246978276
631	0.3246179779
632	0.3245244819
633	0.3244377614
634	0.3243479672
635	0.3242713792
636	0.3242052409
637	0.3241073686
638	0.3239933721
639	0.3238808719
640	0.3237895188
641	0.3236911476
642	0.3236299766
643	0.3235631101
644	0.3234943974
645	0.3234133829
646	0.3233589495
647	0.3232462684
648	0.3231227691
649	0.3230137584
650	0.3229092299
651	0.3228456006
652	0.3227843735
653	0.3227323408
654	0.3226399015
655	0.3224770869
656	0.3223944721
657	0.3223211281
658	0.3223011868
659	0.322217494
660	0.3221294688
661	0.3219713775
662	0.3218336456
663	0.3217036806
664	0.3216265124
665	0.3215545233
666	0.3214864129
667	0.3214039305
668	0.3212756309
669	0.3211852607
670	0.3210997787
671	0.320983307
672	0.3208641589
673	0.3207327181
674	0.320680903
675	0.3206117598
676	0.3204975783
677	0.3203381448
678	0.3202086095
679	0.3201118634
680	0.3200218265
681	0.3199134332
682	0.3198674203
683	0.3197796434
684	0.319695721
685	0.3196056589
686	0.3195308708
687	0.3194600931
688	0.3193963344
689	0.3192520989
690	0.3191220399
691	0.3190285156
692	0.3188972943
693	0.3187691889
694	0.3185891297
695	0.3185136958
696	0.3183620397
697	0.3182890694
698	0.3181910381
699	0.3181327195
700	0.3180505966
701	0.317980318
702	0.3178747802
703	0.3177302962
704	0.3176285095
705	0.3175609529
706	0.3174857152
707	0.31741014
708	0.3172661421
709	0.3170852148
710	0.3169783596
711	0.3168995902
712	0.316837094
713	0.3166912259
714	0.3166307649
715	0.3165807859
716	0.3164562239
717	0.3163178495
718	0.3161989911
719	0.3161687202
720	0.3160882513
721	0.316024578
722	0.31594454
723	0.3158983934
724	0.315840846
725	0.3156747076
726	0.315540474
727	0.3154395137
728	0.315367805
729	0.3152480313
730	0.3151704111
731	0.3151099854
732	0.3150287825
733	0.3149304681
734	0.3148399817
735	0.3147702651
736	0.3147114658
737	0.3146254651
738	0.3145371215
739	0.3144617347
740	0.314398915
741	0.3143007224
742	0.3142293096
743	0.3141374565
744	0.3140797803
745	0.3139780934
746	0.3139228872
747	0.3138110174
748	0.3137579304
749	0.3137383504
750	0.3135792857
751	0.3134660132
752	0.3133905431
753	0.3132953949
754	0.3132405699
755	0.313097287
756	0.3130159093
757	0.3129940053
758	0.3128993048
759	0.3127992464
760	0.3127429702
761	0.3126062888
762	0.3125628775
763	0.3124292218
764	0.3123264434
765	0.3122681734
766	0.3121727931
767	0.3119977468
768	0.3119529092
769	0.3118811831
770	0.3117690291
771	0.3117416193
772	0.3116343064
773	0.3115429324
774	0.3114346417
775	0.311385537
776	0.3112810606
777	0.3111565836
778	0.3110522966
779	0.3109881005
780	0.3109644461
781	0.3108996018
782	0.3108487527
783	0.3107414871
784	0.3106331154
785	0.3105786565
786	0.3104955125
787	0.3103981678
788	0.3103491457
789	0.3102942793
790	0.3101982494
791	0.3100848344
792	0.3099178721
793	0.3098034746
794	0.3097115873
795	0.3096124654
796	0.3095746918
797	0.3094721411
798	0.3093567622
799	0.3092882609
800	0.3092223658
801	0.3091549079
802	0.3091319842
803	0.3089664527
804	0.3088505746
805	0.3087676484
806	0.3087117665
807	0.308607047
808	0.3085210965
809	0.3084112476
810	0.3083349528
811	0.3082976001
812	0.3082342306
813	0.3081355031
814	0.3081150828
815	0.3080072981
816	0.3079268515
817	0.3077900146
818	0.3077134564
819	0.3076309412
820	0.3075801065
821	0.3074562027
822	0.3073906909
823	0.3072840259
824	0.3072208002
825	0.3071671109
826	0.3070473656
827	0.3069657743
828	0.3068511602
829	0.3067457591
830	0.3066796968
831	0.3066454486
832	0.3065463532
833	0.3064356921
834	0.306354823
835	0.3062270522
836	0.3061423364
837	0.3060389182
838	0.3059755275
839	0.3058809842
840	0.305817756
841	0.3057102668
842	0.3056754663
843	0.305607833
844	0.3055322373
845	0.3054896531
846	0.3054309795
847	0.3053363225
848	0.3052550268
849	0.3051799663
850	0.3050454257
851	0.3049083622
852	0.3047949336
853	0.3046923827
854	0.3046314213
855	0.3045019549
856	0.3044424638
857	0.3042861088
858	0.30408104
859	0.3040227913
860	0.3040010792
861	0.3039393289
862	0.3038884797
863	0.3038141964
864	0.3038039289
865	0.303728342
866	0.3036185222
867	0.3035429974
868	0.3034235606
869	0.3033693225
870	0.3032715757
871	0.3031829508
872	0.3031246842
873	0.3030601794
874	0.3029441217
875	0.3027758734
876	0.3026693559
877	0.3024979497
878	0.3024290229
879	0.3023399797
880	0.3023087793
881	0.3022502028
882	0.3021476057
883	0.3020726569
884	0.3019449923
885	0.30189572
886	0.3018083913
887	0.3017744562
888	0.3017204213
889	0.3016521682
890	0.3016015752
891	0.3015209289
892	0.3014035265
893	0.3013309211
894	0.3012312755
895	0.3011367172
896	0.3010880949
897	0.3010185958
898	0.3010022708
899	0.3008824038
900	0.300804473
901	0.3007281925
902	0.3006342982
903	0.3005142977
904	0.3004401213
905	0.3004074362
906	0.3003508433
907	0.3002845565
908	0.3002010419
909	0.3001141808
910	0.3000488173
911	0.299928522
912	0.2998568648
913	0.2997942198
914	0.299753028
915	0.2996391907
916	0.2995759236
917	0.2994964651
918	0.299446158
919	0.2993885934
920	0.2993281757
921	0.2992425303
922	0.2992055037
923	0.2990981529
924	0.2990107147
925	0.298947884
926	0.298859193
927	0.2987704343
928	0.2986762144
929	0.2986184033
930	0.2986003957
931	0.2985086803
932	0.2984004865
933	0.2983843672
934	0.2983288633
935	0.2982354122
936	0.2981500995
937	0.2980629532
938	0.2980096263
939	0.2979519026
940	0.297792705
941	0.29764155
942	0.2975216337
943	0.2974375049
944	0.2974043757
945	0.297339521
946	0.2972955429
947	0.2971762361
948	0.2970941131
949	0.297015039
950	0.2969562621
951	0.296871512
952	0.2967919655
953	0.2967185827
954	0.2966518458
955	0.296569661
956	0.2965196791
957	0.2964020505
958	0.2963603216
959	0.2963178603
960	0.2962418573
961	0.2961964401
962	0.2961314443
963	0.2961211632
964	0.2960358088
965	0.2960190795
966	0.2959261572
967	0.295809982
968	0.2957499774
969	0.2956790619
970	0.2956276298
971	0.2955728456
972	0.295504632
973	0.2954561502
974	0.2953919988
975	0.2953395041
976	0.295266504
977	0.295218462
978	0.2951092705
979	0.2950504811
980	0.2950402321
981	0.2948551058
982	0.2948120882
983	0.2947493425
984	0.2946587983
985	0.2945739922
986	0.2945176344
987	0.2944326253
988	0.2943319325
989	0.2942817128
990	0.294206778
991	0.294145123
992	0.2939944991
993	0.2938408993
994	0.2937480499
995	0.2936237314
996	0.2935587372
997	0.2935093375
998	0.2934812217
999	0.2934251772
